,dataset,dropout,kmeans_ari_0,kmeans_nmi_0,layers,leiden_ari_0,leiden_nmi_0,lr,run,temperature
199,data_1.5c8,0.8,0.1429634501399769,0.16338533634319394,[100],0.008323401475212036,0.028625426407275167,1e-05,1.0,0.07
200,data_1.5c8,0.5,0.2823548950781068,0.3020214987675673,"[200, 100, 30]",0.15560160757405453,0.16910358046674326,1e-05,0.0,0.07
201,data_1.5c8,0.5,0.2828847414689724,0.29118863672229384,"[200, 100, 30]",0.1031815996628057,0.14639517471040464,1e-05,1.0,0.07
202,data_1.5c8,0.5,0.28432381824544484,0.30542545799529736,"[200, 100, 50, 30]",0.16465927044220435,0.1934516503361335,1e-05,0.0,0.07
203,data_1.5c8,0.5,0.2265343012332993,0.25853822835678103,"[200, 100, 50, 30]",0.09986400880467464,0.1429422405811886,1e-05,1.0,0.07
204,data_1.5c8,0.5,0.12715175112506422,0.14988667462895872,[50],0.011872520703181564,0.03905643459637696,1e-05,0.0,0.07
205,data_1.5c8,0.5,0.1142217571881708,0.13706743665280652,[50],0.00615530506615161,0.030159352770835625,1e-05,1.0,0.07
206,data_1.5c8,0.5,0.2527745563783535,0.26678665560469883,"[100, 30]",0.10415320898287364,0.1344331539080563,1e-05,0.0,0.07
207,data_1.5c8,0.5,0.1792651514000009,0.20794425736196545,"[100, 30]",0.05006311848255223,0.08509022229446479,1e-05,1.0,0.07
208,data_1.5c8,0.5,0.10625853343594097,0.12630411051757856,[100],0.005784095941024095,0.025382106145044853,1e-05,0.0,0.07
209,data_1.5c8,0.5,0.1183780776958534,0.13530291920274892,[100],0.00793471401003745,0.031006818552853893,1e-05,1.0,0.07
210,data_-1c16,0.9,0.4896973684844189,0.5561358045623241,"[200, 100, 30]",0.5810105918870363,0.5719701804043954,1e-05,0.0,0.07
211,data_-1c16,0.9,0.5606249574178587,0.5765100169366499,"[200, 100, 30]",0.5725391813254425,0.569952891248536,1e-05,1.0,0.07
212,data_-1c16,0.9,0.5055527884125365,0.5433723150922047,"[200, 100, 50, 30]",0.5784653260776829,0.5609997913583576,1e-05,0.0,0.07
213,data_-1c16,0.9,0.5158772710976232,0.53729890450468,"[200, 100, 50, 30]",0.5780790577244919,0.5524732365913037,1e-05,1.0,0.07
214,data_-1c16,0.9,0.49704026585975497,0.5309914050162362,[50],0.4168832199583396,0.412952435445265,1e-05,0.0,0.07
215,data_-1c16,0.9,0.4946325553597173,0.5390120955934468,[50],0.4493315175912442,0.4407081521226811,1e-05,1.0,0.07
216,data_-1c16,0.9,0.4867447434342533,0.5452852060199382,"[100, 30]",0.5745580947262529,0.555591934296619,1e-05,0.0,0.07
217,data_-1c16,0.9,0.5785491864896019,0.5799810638496532,"[100, 30]",0.6118759179626403,0.5805682249607478,1e-05,1.0,0.07
218,data_-1c16,0.9,0.5378477881280109,0.5575211618403446,[100],0.4352800685632175,0.4099934845905642,1e-05,0.0,0.07
219,data_-1c16,0.9,0.5063738031836652,0.5467389890427174,[100],0.4446512812827591,0.4206014838777702,1e-05,1.0,0.07
220,data_-1c16,0.8,0.5908876242630984,0.6068557705369929,"[200, 100, 30]",0.6467508583957294,0.6098743930630861,1e-05,0.0,0.07
221,data_-1c16,0.8,0.5954370720556386,0.6000630310614179,"[200, 100, 30]",0.5861925152423161,0.5722846078787014,1e-05,1.0,0.07
222,data_-1c16,0.8,0.6023000175803062,0.6071470829332868,"[200, 100, 50, 30]",0.6303744292101802,0.6067581412287176,1e-05,0.0,0.07
223,data_-1c16,0.8,0.5959997730589511,0.6027217765333835,"[200, 100, 50, 30]",0.6501814943563498,0.6137844739304715,1e-05,1.0,0.07
224,data_-1c16,0.8,0.5427250207004367,0.5563199363861793,[50],0.4605555669122652,0.4411780882116735,1e-05,0.0,0.07
225,data_-1c16,0.8,0.523884242689913,0.5391093588532558,[50],0.4664714920423443,0.4452072703272976,1e-05,1.0,0.07
226,data_-1c16,0.8,0.5867168109559576,0.5822545305077012,"[100, 30]",0.5783176444213015,0.5643983382004575,1e-05,0.0,0.07
227,data_-1c16,0.8,0.5240762540830539,0.5711254512676607,"[100, 30]",0.5763572404918885,0.5569126129200243,1e-05,1.0,0.07
228,data_-1c16,0.8,0.5389308458014357,0.5598603183761596,[100],0.4175362561759173,0.4002745180018121,1e-05,0.0,0.07
229,data_-1c16,0.8,0.5230251883479629,0.5552473019347473,[100],0.419354838502519,0.3982511372760106,1e-05,1.0,0.07
230,data_-1c16,0.5,0.4901538681579858,0.4811616267175612,"[200, 100, 30]",0.4074129975968613,0.3840997841787341,1e-05,0.0,0.07
231,data_-1c16,0.5,0.4617086307920078,0.4872111810664023,"[200, 100, 30]",0.4381314168361517,0.41247008179542827,1e-05,1.0,0.07
232,data_-1c16,0.5,0.4237363718938381,0.4543806964450831,"[200, 100, 50, 30]",0.3713817380431564,0.3645586447031496,1e-05,0.0,0.07
233,data_-1c16,0.5,0.469963480270931,0.506684560625922,"[200, 100, 50, 30]",0.4922868054463894,0.4789899342584748,1e-05,1.0,0.07
234,data_-1c16,0.5,0.4212476770052225,0.4446785225524708,[50],0.2324514009573712,0.23945677711845906,1e-05,0.0,0.07
235,data_-1c16,0.5,0.4092546173578352,0.4219272235951297,[50],0.2808315753402827,0.26613151969055243,1e-05,1.0,0.07
236,data_-1c16,0.5,0.4043246428819899,0.4250929340267609,"[100, 30]",0.3752480963203439,0.3624014445928664,1e-05,0.0,0.07
237,data_-1c16,0.5,0.4686896268303733,0.476037479438441,"[100, 30]",0.4483520425076598,0.424917827779414,1e-05,1.0,0.07
238,data_-1c16,0.5,0.4302145004179326,0.4523553878068005,[100],0.13905871692928445,0.16754990518999913,1e-05,0.0,0.07
239,data_-1c16,0.5,0.4151117176076148,0.43514864529544894,[100],0.19035243961585654,0.1985489208784256,1e-05,1.0,0.07
240,data_1c16,0.9,0.019608503236391003,0.0504405886027937,"[200, 100, 30]",0.014544252915824575,0.041163937748521895,1e-05,0.0,0.07
241,data_1c16,0.9,0.020565943718994274,0.0542789229056128,"[200, 100, 30]",0.013720035101003236,0.04099980522366169,1e-05,1.0,0.07
242,data_1c16,0.9,0.011399093702662805,0.04226939054118715,"[200, 100, 50, 30]",0.009162373885092764,0.03578857269396758,1e-05,0.0,0.07
243,data_1c16,0.9,0.018626755971648784,0.053022103618951884,"[200, 100, 50, 30]",0.014170958156258094,0.04113334332834321,1e-05,1.0,0.07
244,data_1c16,0.9,0.010308857920734785,0.036697567480763284,[50],0.0043015916373359475,0.027023166248488464,1e-05,0.0,0.07
245,data_1c16,0.9,0.008507848604287669,0.03583766242964268,[50],0.0028113275437325865,0.026515398178727792,1e-05,1.0,0.07
246,data_1c16,0.9,0.011337188415320429,0.04114153633285289,"[100, 30]",0.005701213639380452,0.026985894366141256,1e-05,0.0,0.07
247,data_1c16,0.9,0.012961165305636345,0.04273086650445478,"[100, 30]",0.007746599796510285,0.03446565914828796,1e-05,1.0,0.07
248,data_1c16,0.9,0.007741141818945182,0.032044382215056906,[100],0.0018661234124090335,0.02396622672578063,1e-05,0.0,0.07
249,data_1c16,0.9,0.009238110069800642,0.03624511175639815,[100],0.002203826165556776,0.02707869137749635,1e-05,1.0,0.07
250,data_1c16,0.8,0.02735356481729942,0.06449453481939471,"[200, 100, 30]",0.021482431328533436,0.05201841298494806,1e-05,0.0,0.07
251,data_1c16,0.8,0.019961503590637936,0.05521627535713258,"[200, 100, 30]",0.010003652300962156,0.03866242135698317,1e-05,1.0,0.07
252,data_1c16,0.8,0.0199618119493904,0.055648393170932016,"[200, 100, 50, 30]",0.015003583255020804,0.04878427412970799,1e-05,0.0,0.07
253,data_1c16,0.8,0.031085251338809832,0.06869749857100119,"[200, 100, 50, 30]",0.01401739744316067,0.047512862769201185,1e-05,1.0,0.07
254,data_1c16,0.8,0.014202760516327009,0.04449951705046226,[50],0.003864804708026594,0.030491617270468906,1e-05,0.0,0.07
255,data_1c16,0.8,0.011160811375931052,0.038274176462395,[50],0.0041006284757903145,0.030019249882182887,1e-05,1.0,0.07
256,data_1c16,0.8,0.01445072530974611,0.04662945125560563,"[100, 30]",0.007208877107950642,0.038087217898243805,1e-05,0.0,0.07
257,data_1c16,0.8,0.0288759473366019,0.06309926075523778,"[100, 30]",0.009840723205418185,0.04644499446367604,1e-05,1.0,0.07
258,data_1c16,0.8,0.011031708512181493,0.0393412756982814,[100],0.002424261802536289,0.027038827615672452,1e-05,0.0,0.07
259,data_1c16,0.8,0.008372081732686339,0.03303684869709193,[100],0.0033979752037882477,0.03102747284114688,1e-05,1.0,0.07
260,data_1c16,0.5,0.013024118776395692,0.040914174717512485,"[200, 100, 30]",0.007504672920668397,0.04127120866814324,1e-05,0.0,0.07
261,data_1c16,0.5,0.015897861114651836,0.047708847949329114,"[200, 100, 30]",0.005301071530236841,0.033586864266601305,1e-05,1.0,0.07
262,data_1c16,0.5,0.014442312494417119,0.04642115887924087,"[200, 100, 50, 30]",0.00591019395310747,0.03499947127539365,1e-05,0.0,0.07
263,data_1c16,0.5,0.026958845543605624,0.05815281816842734,"[200, 100, 50, 30]",0.01490976606721127,0.043885682378401715,1e-05,1.0,0.07
264,data_1c16,0.5,0.008467227656809068,0.034852037914423616,[50],0.003541666881388693,0.03009465633569416,1e-05,0.0,0.07
265,data_1c16,0.5,0.01074766330269595,0.03958521283869584,[50],0.0033969362807717268,0.03530630761659118,1e-05,1.0,0.07
266,data_1c16,0.5,0.008336820016104654,0.035371771948630185,"[100, 30]",0.004364638419487141,0.028387176547102468,1e-05,0.0,0.07
267,data_1c16,0.5,0.009108389163189706,0.035024597597052815,"[100, 30]",0.00672474893428131,0.03818830944746835,1e-05,1.0,0.07
268,data_1c16,0.5,0.007634410677867676,0.03196671891998422,[100],0.0026271543478311892,0.031271302287892926,1e-05,0.0,0.07
269,data_1c16,0.5,0.010264742524078463,0.036889841617813716,[100],0.0016541545042301385,0.02796233848030316,1e-05,1.0,0.07
270,data_1c8,0.9,0.4090796013974944,0.4376072448874493,"[200, 100, 30]",0.5832462779663461,0.4784996983774004,1e-05,0.0,0.07
271,data_1c8,0.9,0.4121214495508162,0.4423314379458266,"[200, 100, 30]",0.6105249733055226,0.5110456862352171,1e-05,1.0,0.07
272,data_1c8,0.9,0.4190740582691384,0.4496254263949626,"[200, 100, 50, 30]",0.498732786886846,0.4649086038418525,1e-05,0.0,0.07
273,data_1c8,0.9,0.4170977456556333,0.4483821884569244,"[200, 100, 50, 30]",0.5276221823555313,0.4776645919494738,1e-05,1.0,0.07
274,data_1c8,0.9,0.3478615627213309,0.3909324595397527,[50],0.32476634403142834,0.29522134735558203,1e-05,0.0,0.07
275,data_1c8,0.9,0.3461107994706544,0.38853636195352775,[50],0.2920038117068925,0.27091270640908344,1e-05,1.0,0.07
276,data_1c8,0.9,0.42082616953972335,0.4543023170227793,"[100, 30]",0.5558910872061823,0.4784450007192064,1e-05,0.0,0.07
277,data_1c8,0.9,0.40542780698165976,0.4436224689857345,"[100, 30]",0.5127946903735747,0.4621534924965003,1e-05,1.0,0.07
278,data_1c8,0.9,0.3475651102840733,0.3976938681712789,[100],0.20551965770796268,0.20540148227102514,1e-05,0.0,0.07
279,data_1c8,0.9,0.3507851362335609,0.3906978676969192,[100],0.24596666337718345,0.2271314623450237,1e-05,1.0,0.07
280,data_1c8,0.8,0.4799623690600581,0.5090503297412194,"[200, 100, 30]",0.6844156314099378,0.5812558878965856,1e-05,0.0,0.07
281,data_1c8,0.8,0.4977271585103972,0.5159275273075723,"[200, 100, 30]",0.6827622132762525,0.5761344496602864,1e-05,1.0,0.07
282,data_1c8,0.8,0.5019088657373939,0.5204883162450213,"[200, 100, 50, 30]",0.6638090856287492,0.5679353197435149,1e-05,0.0,0.07
283,data_1c8,0.8,0.5106060145175803,0.5294518498218147,"[200, 100, 50, 30]",0.6824040194720207,0.5860107999621219,1e-05,1.0,0.07
284,data_1c8,0.8,0.34197930631634443,0.3694765621404496,[50],0.2027146076814044,0.19157352059145147,1e-05,0.0,0.07
285,data_1c8,0.8,0.3432407800990028,0.3552478233129182,[50],0.1892751000209817,0.18686555910441724,1e-05,1.0,0.07
286,data_1c8,0.8,0.4300727354630604,0.4618356636884189,"[100, 30]",0.5778217031861518,0.4744060377690037,1e-05,0.0,0.07
287,data_1c8,0.8,0.4588807460198751,0.4797799139952039,"[100, 30]",0.6035537417771902,0.4893321274798512,1e-05,1.0,0.07
288,data_1c8,0.8,0.3257229708784889,0.36603783083652797,[100],0.1466379333153074,0.146058858874968,1e-05,0.0,0.07
289,data_1c8,0.8,0.3220631126313145,0.3429546000385992,[100],0.1167120958044182,0.14929281605423186,1e-05,1.0,0.07
290,data_1c8,0.5,0.43313280913778335,0.44847145387021625,"[200, 100, 30]",0.2989601902313802,0.2892916131790322,1e-05,0.0,0.07
291,data_1c8,0.5,0.4265625963458531,0.4822349005417886,"[200, 100, 30]",0.4489593748928762,0.4115063282727937,1e-05,1.0,0.07
292,data_1c8,0.5,0.4278383912123678,0.4605285028449897,"[200, 100, 50, 30]",0.4534255262959026,0.4087463840931661,1e-05,0.0,0.07
293,data_1c8,0.5,0.4402975832339973,0.4629202411176244,"[200, 100, 50, 30]",0.4467556097192132,0.3777348108517972,1e-05,1.0,0.07
294,data_1c8,0.5,0.242604456588662,0.25456536873554697,[50],0.03197713803612613,0.06994122636689208,1e-05,0.0,0.07
295,data_1c8,0.5,0.240171288285112,0.2583705738875634,[50],0.06439703381389462,0.08459345492117677,1e-05,1.0,0.07
296,data_1c8,0.5,0.3751803386770768,0.411377188333719,"[100, 30]",0.3313304901778518,0.2887581848864059,1e-05,0.0,0.07
297,data_1c8,0.5,0.4208151954422724,0.4398392132470579,"[100, 30]",0.3690964723734497,0.36015047261843675,1e-05,1.0,0.07
298,data_1c8,0.5,0.2396052135426633,0.2740072032309645,[100],0.039529718966537904,0.06619180566929543,1e-05,0.0,0.07
299,data_1c8,0.5,0.2570150650437401,0.2773124248960997,[100],0.0250598647072798,0.056066052189290234,1e-05,1.0,0.07
300,data_-1c8,0.9,0.6430746611913506,0.7336133568328792,"[200, 100, 30]",0.9012655236480314,0.8312428381192223,1e-05,0.0,0.07
301,data_-1c8,0.9,0.6678111184840592,0.7390689419411898,"[200, 100, 30]",0.8975872210633947,0.8255018799557012,1e-05,1.0,0.07
302,data_-1c8,0.9,0.7210734793750967,0.7571735345544184,"[200, 100, 50, 30]",0.9051736165896944,0.8346710380182141,1e-05,0.0,0.07
303,data_-1c8,0.9,0.6578466412839287,0.7384445216481345,"[200, 100, 50, 30]",0.8942245364027632,0.8241217855556057,1e-05,1.0,0.07
304,data_-1c8,0.9,0.6464408157458527,0.7277508049567073,[50],0.8805868688549269,0.7947072351660692,1e-05,0.0,0.07
305,data_-1c8,0.9,0.6377591918083433,0.7243583795976679,[50],0.8743288915490226,0.7877469153527861,1e-05,1.0,0.07
306,data_-1c8,0.9,0.6538866176907269,0.7280176643874547,"[100, 30]",0.8961298116645976,0.8224119972698708,1e-05,0.0,0.07
307,data_-1c8,0.9,0.6466838007708116,0.7284680502434264,"[100, 30]",0.8891952388887114,0.8117633787305543,1e-05,1.0,0.07
308,data_-1c8,0.9,0.6429313412226814,0.7338714187225397,[100],0.8566458433445532,0.7614853104803756,1e-05,0.0,0.07
309,data_-1c8,0.9,0.6446944717128515,0.7260705522006838,[100],0.8446611458683106,0.7507818428207055,1e-05,1.0,0.07
310,data_-1c8,0.8,0.6706916987790871,0.7510544288253257,"[200, 100, 30]",0.9041040409041048,0.8378624273049599,1e-05,0.0,0.07
311,data_-1c8,0.8,0.6655605122789249,0.745867190237833,"[200, 100, 30]",0.9050778567663208,0.8335007822594461,1e-05,1.0,0.07
312,data_-1c8,0.8,0.6834959519903785,0.7446636122150596,"[200, 100, 50, 30]",0.9133879745488038,0.8458236608324206,1e-05,0.0,0.07
313,data_-1c8,0.8,0.6705367634170093,0.7510718229361162,"[200, 100, 50, 30]",0.9208526724275176,0.8603921571738529,1e-05,1.0,0.07
314,data_-1c8,0.8,0.6423402543361696,0.7309307167980651,[50],0.8732915661902685,0.7927662077853186,1e-05,0.0,0.07
315,data_-1c8,0.8,0.6346343306864997,0.7297359150423246,[50],0.8699903859623207,0.7829745768068149,1e-05,1.0,0.07
316,data_-1c8,0.8,0.6824951485668879,0.7356316066837412,"[100, 30]",0.8912002087889336,0.8141773771524728,1e-05,0.0,0.07
317,data_-1c8,0.8,0.6912652502870459,0.7461207195326635,"[100, 30]",0.8936714751170604,0.8194381591544191,1e-05,1.0,0.07
318,data_-1c8,0.8,0.6424306548581309,0.7296597066019052,[100],0.8499328188356272,0.7604467368612102,1e-05,0.0,0.07
319,data_-1c8,0.8,0.6479407293296943,0.7347129556952626,[100],0.8641117553639713,0.7788492153164734,1e-05,1.0,0.07
320,data_-1c8,0.5,0.6356558007648815,0.7190225244532122,"[200, 100, 30]",0.8580799886804428,0.7734107957566891,1e-05,0.0,0.07
321,data_-1c8,0.5,0.6359649549125364,0.7241405211595836,"[200, 100, 30]",0.8600092472157443,0.7784471069707709,1e-05,1.0,0.07
322,data_-1c8,0.5,0.6351086751786512,0.7235302479504929,"[200, 100, 50, 30]",0.8671400087882825,0.7772061475997867,1e-05,0.0,0.07
323,data_-1c8,0.5,0.6297191052290663,0.7150674961412629,"[200, 100, 50, 30]",0.8662022812941633,0.7864933212331952,1e-05,1.0,0.07
324,data_-1c8,0.5,0.6035976399348465,0.6928866449218538,[50],0.7941746700025201,0.7025179816615222,1e-05,0.0,0.07
325,data_-1c8,0.5,0.6068863997448343,0.6950614351235818,[50],0.7900327081208628,0.6917709175498039,1e-05,1.0,0.07
326,data_-1c8,0.5,0.6247744212020853,0.7008009854512299,"[100, 30]",0.8354234754224443,0.739028163498375,1e-05,0.0,0.07
327,data_-1c8,0.5,0.6189237842902012,0.6986490201466972,"[100, 30]",0.8381456030091871,0.7470300078651141,1e-05,1.0,0.07
328,data_-1c8,0.5,0.6198756351855809,0.7027789269243747,[100],0.7615459991794599,0.6607725729206376,1e-05,0.0,0.07
329,data_-1c8,0.5,0.6133639921879012,0.7046263443785887,[100],0.7710534467800024,0.6725027006892952,1e-05,1.0,0.07
330,data_-1c4,0.9,0.7149943455806425,0.761138239612888,"[200, 100, 30]",0.6538197257428057,0.7191558263685995,1e-05,0.0,0.07
331,data_-1c4,0.9,0.7188401249974885,0.7574709184497964,"[200, 100, 30]",0.6219684329307396,0.6996560979766915,1e-05,1.0,0.07
332,data_-1c4,0.9,0.7173376533601263,0.7620718795246616,"[200, 100, 50, 30]",0.3829223580888269,0.6040552969531573,1e-05,0.0,0.07
333,data_-1c4,0.9,0.7135324080480661,0.7670372461848307,"[200, 100, 50, 30]",0.4089278729789162,0.6137007301350202,1e-05,1.0,0.07
334,data_-1c4,0.9,0.6980985406197089,0.7499281227226913,[50],0.9398960142814244,0.8539494512074425,1e-05,0.0,0.07
335,data_-1c4,0.9,0.695520475415663,0.7476659355036633,[50],0.9326343336001734,0.8470270075821997,1e-05,1.0,0.07
336,data_-1c4,0.9,0.7216959182668606,0.7610248276910733,"[100, 30]",0.6982712955187776,0.7555662348412875,1e-05,0.0,0.07
337,data_-1c4,0.9,0.7124770577678405,0.7500178930536386,"[100, 30]",0.7091837152869053,0.7406870456687723,1e-05,1.0,0.07
338,data_-1c4,0.9,0.6988052825055958,0.7557793354863989,[100],0.9128642366301506,0.8195377154549995,1e-05,0.0,0.07
339,data_-1c4,0.9,0.6975513780623084,0.753024344114676,[100],0.8858046258463693,0.7837599382113484,1e-05,1.0,0.07
340,data_-1c4,0.8,0.7195144625038784,0.7720938252556927,"[200, 100, 30]",0.7364649125664974,0.7797114839549282,1e-05,0.0,0.07
341,data_-1c4,0.8,0.7232380157159898,0.7743718346195433,"[200, 100, 30]",0.7091940407602828,0.7745574779324109,1e-05,1.0,0.07
342,data_-1c4,0.8,0.7345472969412601,0.7790427266688108,"[200, 100, 50, 30]",0.6556427221899482,0.7282644880235019,1e-05,0.0,0.07
343,data_-1c4,0.8,0.7174588483301788,0.7712696270572541,"[200, 100, 50, 30]",0.6330593472132294,0.7141179172223187,1e-05,1.0,0.07
344,data_-1c4,0.8,0.7024223713926537,0.7634665561171347,[50],0.6857831649433365,0.7206420832429793,1e-05,0.0,0.07
345,data_-1c4,0.8,0.7025871929816478,0.7651263445845146,[50],0.8866463693670736,0.7996581740756917,1e-05,1.0,0.07
346,data_-1c4,0.8,0.7425178243947809,0.7757525093034698,"[100, 30]",0.7719637302116437,0.7809450465996308,1e-05,0.0,0.07
347,data_-1c4,0.8,0.7217827974967859,0.7632733466393941,"[100, 30]",0.7344123196970879,0.7633451087095026,1e-05,1.0,0.07
348,data_-1c4,0.8,0.6999117002606489,0.7595032321838193,[100],0.8473368207522618,0.7685181202787268,1e-05,0.0,0.07
349,data_-1c4,0.8,0.7043336956041809,0.7670339957530612,[100],0.897866726065076,0.8001087274188904,1e-05,1.0,0.07
350,data_-1c4,0.5,0.6964527258636761,0.7524104474680858,"[200, 100, 30]",0.4387897820721864,0.5802498778144586,1e-05,0.0,0.07
351,data_-1c4,0.5,0.7081799851116509,0.7747617154439559,"[200, 100, 30]",0.5622817917462863,0.6561298348989414,1e-05,1.0,0.07
352,data_-1c4,0.5,0.6906964667708415,0.7428425848243384,"[200, 100, 50, 30]",0.3551958379486653,0.5524500744159331,1e-05,0.0,0.07
353,data_-1c4,0.5,0.7019267807403023,0.7591026258291189,"[200, 100, 50, 30]",0.4402763225355717,0.5631387055790261,1e-05,1.0,0.07
354,data_-1c4,0.5,0.6859862058152374,0.7260911263140979,[50],0.46175442639540293,0.5090895229373392,1e-05,0.0,0.07
355,data_-1c4,0.5,0.6880411282876204,0.7320325358588906,[50],0.4960736256300768,0.5410431942082545,1e-05,1.0,0.07
356,data_-1c4,0.5,0.6782105649384909,0.7245244295915146,"[100, 30]",0.3608272507237327,0.495036861685189,1e-05,0.0,0.07
357,data_-1c4,0.5,0.6876177581324173,0.7398833699046997,"[100, 30]",0.4194798487266074,0.5253723908084484,1e-05,1.0,0.07
358,data_-1c4,0.5,0.6916011971950313,0.7394545268822429,[100],0.4800278744877046,0.5232830751787477,1e-05,0.0,0.07
359,data_-1c4,0.5,0.6946133123243599,0.7453429039710191,[100],0.4697628241723004,0.4980041875216656,1e-05,1.0,0.07
